Sample,Sex,Diet,Coat.Color,BMC1,BMC2,BMD1,BMD2,BW.11,BW.12,BW.13,BW.14,BW.15,BW.16,BW.17,BW.18,BW.19,BW.20,BW.21,Calcium2,CHCM1,CHCM2,cHGB1,cHGB2,CHOL1,CHOL2,ct.EOS1,ct.EOS2,ct.LYM1,ct.LYM2,ct.MONO1,ct.MONO2,ct.NEUT1,ct.NEUT2,GLDH1,GLDH2,Glucose2,HCT1,HCT2,HDLD1,HDLD2,HDW1,HDW2,HR,HRV,INSULIN,Length1,Length2,LEPTIN,LTM1,LTM2,MCH1,MCH2,MCHC1,MCHC2,MCV1,MCV2,mHGB1,mHGB2,MPV1,MPV2,perc.EOS1,perc.EOS2,perc.Fat1,perc.Fat2,perc.LYM1,perc.LYM2,perc.MONO1,perc.MONO2,perc.NEUT1,perc.NEUT2,Phosphorus2,PLT1,PLT2,pNN50...6ms.,PQ,PR,QRS,QTC,QTc.dispersion,RBC1,RBC2,RDW1,RDW2,Retic1,Retic2,rMSSD,RR,ST,T.Area1,T.Area2,TG1,TG2,TTM1,TTM2,urine.creatinine2,urine.Glucose2,urine.microalbumin2,WBC1,WBC2
M32,M,chow,agouti,0.6852,0.7164,0.0546,0.0565,37.36,39.16,39.72,40.88,43.25,44.17,44.74,45.71,44.92,46,43.25,7.6,29.5,27,16.8,9.5,NA,75,0.0783,1.6443,7.5081,3.306,0.2349,0.4524,0.8004,3.1929,NA,12.3,171,57,35.1,NA,50.7,1.59,2.1,NA,NA,11.98052248,9.5,9.5,20.23590074,28.6,31.8,16.2,15.9,30.4,27.8,53.3,57.4,17.3,9.7,6.9,6.4,0.9,18.9,22.19,24.99,86.3,38,2.7,5.2,9.2,36.7,5.6,1456,470,NA,NA,NA,NA,NA,NA,10.69,6.11,12.8,16.9,2.97,10.47,NA,NA,NA,27.92,31.76,NA,207,36.66,42.37,78.83,136,0,8.7,4.78
M33,M,chow,agouti,0.7117,0.8118,0.0567,0.057,31.83,32.04,31.32,33.55,35.11,34.46,34.01,35.19,34.12,35.5,33.84,9.3,28.5,28.4,16.1,15.5,NA,109,0.3021,0.1767,3.7791,3.42,0.1083,0.1425,1.4535,1.9152,NA,14.4,135,56.4,54.5,NA,81.9,1.59,1.72,NA,NA,1.64267281,9.5,9.5,3.163006706,24,26.7,15.9,14.9,30.1,27.7,52.6,53.8,17,15.1,6.5,7.4,5.3,3.1,16.99,16.73,66.3,60,1.9,2.5,25.5,33.6,6.4,1350,1583,NA,NA,NA,NA,NA,NA,10.72,10.14,14,14.4,3.6,3.86,NA,NA,NA,24.23,27.12,NA,161,28.89,31.99,35.37,45,0.07,5.7,4.53
M34,M,chow,agouti,0.7036,0.8883,0.0603,0.0582,31.47,32.09,32.28,32.72,34.52,35.15,34.66,34.64,34.87,36.36,33.86,9.3,29.3,26.4,16.4,11.8,NA,111,0.48816,0.84976,13.93968,10.16096,0.37968,0.34352,3.01936,6.56304,NA,13.8,184,56,44.6,NA,83.8,1.52,1.73,NA,NA,0.922766045,9.2,9.5,3.402514249,24.6,27.4,14,18.2,30.2,29.3,46.3,62.2,16.9,13.1,7.8,6.1,2.7,4.7,16.66,14.33,77.1,56.2,2.1,1.9,16.7,36.3,5.4,1539,437,NA,NA,NA,NA,NA,NA,12.09,7.17,13,17.5,2.3,5.88,NA,NA,NA,22.44,26.75,NA,141,29.48,31.97,72.25,87,0,18.08,4.03
M35,M,chow,agouti,0.6324,0.789,0.0578,0.0531,23.26,24.16,24.3,24.95,26.87,27.43,26.87,28.13,28.69,29.47,27.85,10.5,30.9,29.2,15,14.6,NA,127,0.05344,0.44756,4.09484,4.42216,0.27388,0.19372,2.22444,1.58984,NA,8.3,191,48.5,50,NA,86.8,1.74,1.65,799,7.4,0.429611745,8.6,8.8,0.974149061,17.7,22.3,14.5,14.3,31.4,28.3,46,50.6,15.2,14.2,6.6,6.5,0.8,6.7,17.85,14.2,61.3,66.2,4.1,2.9,33.3,23.8,7.2,1839,2219,0,23.6,30.4,10.1,49.6,15.7,10.54,9.89,14.7,15.3,4.03,3.46,0.7,75.1,33.4,19.39,23.81,NA,249,21.55,26,38.87,41,0,6.68,2.95
M36,M,chow,white,0.6404,0.5398,0.0579,0.0457,25.64,27.38,29.45,32.22,33.86,32.82,34.8,35.94,34.77,37.81,39.55,8,29.1,27.8,16.1,16.4,NA,96,0.2448,0.1224,4.35132,4.47984,0.153,0.10404,1.33416,1.377,NA,8.6,125,55.2,58.9,NA,78.7,1.57,1.55,787,24.6,1.821714045,8.9,9.2,3.800908965,20.4,26.5,15.3,15.1,30.4,28.5,50.3,52.9,16.8,16.8,8,8,4,2,22.25,31.8,71.1,73.2,2.5,1.7,21.8,22.5,6.4,1343,1136,7.14,18.7,25.4,9.8,45.7,24.1,10.97,11.12,13,12.2,3.17,2.94,3.98,76.3,30.6,22.97,30.78,NA,68,26.26,38.81,51.07,84,0.08,6.12,6.44
M37,M,chow,white,0.6978,0.6538,0.0571,0.0555,28.66,30.29,30.69,31.41,32.46,32.27,33.85,37.17,37.66,36.67,37.27,9.1,29.7,28.8,16,16.4,NA,136,0.35816,0.32912,7.53104,7.1148,0.18392,0.13552,1.51976,2.05216,NA,5.4,203,53.9,56.8,NA,107,1.55,1.51,764,10.8,5.840661658,9,9.3,6.343080685,23.6,27.1,15.8,16.2,30.7,30,51.5,53.9,16.5,17,7.1,6.7,3.7,3.4,16.94,24.25,77.8,73.5,1.9,1.4,15.7,21.2,5.4,1216,1466,0,22.9,30,10.2,46.6,20.6,10.46,10.53,16.7,10.9,1.3,3.31,1.14,78.5,31.6,23.15,28.76,NA,177,28.4,35.82,99.93,155,0,9.68,4.07
M38,M,chow,white,0.6185,0.6248,0.0571,0.0581,33.2,36.79,36.56,36.96,37.71,37.62,38.46,40.07,39.75,40.3,40.16,9.6,29.6,27.5,15.4,15.4,NA,101,0.4466,0.2464,5.9675,6.2909,0.1309,0.1694,1.1011,0.9317,NA,4.7,227,52.1,56,NA,78.5,1.46,1.46,748,22.1,1.724861797,9.4,9.3,7.964969611,27,28.1,14.7,14.5,30.5,28.7,48.3,50.7,15.9,16.1,7.1,7.1,5.8,3.2,20.78,28.16,77.5,81.7,1.7,2.2,14.3,12.1,5.8,1317,1170,0,21.3,28.7,10.4,47.6,25.5,10.78,11.05,11.9,11.7,1.87,3.31,1.58,80.3,32.8,25.44,29.79,NA,126,34.06,39.13,83.36,198,0,7.7,3.9
M39,M,chow,agouti,0.6403,0.5934,0.0526,0.0491,28.19,28.63,27.76,29.17,32.14,33.23,33.37,36.1,35.23,34.57,35.65,8.9,29.9,29.7,11.9,15.6,NA,86,0.12428,0.21988,4.60792,6.52948,0.1912,0.49712,4.55056,2.2466,NA,4.4,208,39.8,52.7,NA,68.9,2.04,1.6,774,10.8,4.23927232,9.1,9.2,1.929702784,23,27.7,14.4,14.4,30,30,48.1,48.1,12,15.8,8,8.9,1.3,2.3,14.65,19.78,48.2,68.3,2,5.2,47.6,23.5,7.7,1867,1357,0,22.8,29.8,10.2,41.5,27.3,8.29,10.95,17.8,13.3,5.6,3.97,0.67,77.5,26.8,21.86,27.84,NA,152,27.02,34.63,131.89,205,0,9.56,7.11
M40,M,chow,agouti,0.5675,0.5629,0.0528,0.0523,30.82,31.01,32.6,33.68,38.59,39.15,40.48,43.57,45.57,45.56,43.97,10,30.3,26.5,16.2,16.6,NA,163,0.24795,0.1368,6.72885,7.34445,0.1368,0.1881,1.37655,0.76095,NA,14.3,235,53.6,62.6,NA,124.3,1.51,1.49,NA,NA,15.65427653,9.5,9.5,17.82363187,25.1,31.2,16.1,15.4,31.2,27.7,51.5,55.3,16.7,17.4,7,6.5,2.9,1.6,17.14,27.48,78.7,85.9,1.6,2.2,16.1,8.9,8.1,1600,997,NA,NA,NA,NA,NA,NA,10.41,11.32,12.5,12.7,1.39,3.51,NA,NA,NA,24.63,32.29,NA,122,30.25,43.07,117.82,173,0,8.55,9.78
M41,M,chow,agouti,0.6112,0.6502,0.0612,0.0577,30,32.11,33.1,33.66,34.49,36.26,37.49,39.12,37.04,35.42,35.6,10,30.3,27.9,16,14.9,NA,112,0.4578,0.4905,3.86405,3.39535,0.1853,0.10355,0.9156,1.44425,NA,5.7,158,52.8,53.3,NA,91.4,1.5,1.55,833,8.1,3.08793988,9.6,9.3,12.60357746,24.1,26.8,14.8,15,31.4,28.8,47,52,16.6,15.4,6.6,7.2,8.4,9,21.93,23.12,70.9,62.3,3.4,1.9,16.8,26.5,7.8,1247,891,0,21.8,28.4,10.7,38.8,24.4,11.24,10.26,12.1,14,1.8,5.1,0.75,72.1,22.7,23.56,28.24,NA,112,30.82,34.75,69.43,138,0,5.45,2
